breadcrumb_category,category,product_name,pricing,image_urls,descriptions_title,descriptions,description_itemized,sizes,tags
"戻る,メンズ,ゴルフ,シューズ・靴,スポーツシューズ,ツアー360,ツアー360 22 / Tour360 22 Golf",メンズ ゴルフ,ツアー360 22 / Tour360 22 Golf,"11,900","https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-marketing-heromrktng_view_1-ytSYr9GaFO.jpg, https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-marketing-heromrktng_view_2-0VYWQWaXBa.jpg, https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-marketing-heromrktng_view_3-xrIGwJoS0J.jpg, https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-marketing-heromrktng_view_4-NBpZ9Ydfuo.jpg, https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-marketing-heromrktng_view_5-FgC1CYg14N.jpg, https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-10-qsdaw3mMEG.jpg, https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-11-mLAEbFVHat.jpg, https://shop.adidas.jp/photo/GV/GV7247/s-GV7247-12-jexfbZVlcN.jpg",スパイクとスパイクレスの長所を融合し、凌駕する性能を持つ”スパイクモア”アウトソールを搭載した次世代のTOUR360,"2005年に誕生して以来、世界のトップゴルファーのパフォーマンスを支えてきたTOUR360が、革新的技術を搭載してフルモデルチェンジ。スパイクとスパイクレス、それぞれの長所を融合させながら二つにはなし得なかった性能を可能にした“スパイクモアアウトソール”を搭載。ミッドソールは新しいデュアルスタック構造によって快適な歩行はもちろん担保しながら、クッショニング素材が足のサイド部分を覆うことでスイングの安定性をも実現。ゴルフシューズとしては初採用の""FEET YOU WEAR ラスト""（木型）によって、スイング時の横ブレを強力に抑えながらも効率の高い地面反力を可能にした。全ての性能が高次元、かつ革新的。高いトータルパフォーマンスを誇る新生TOUR360。","自動的に性能が変わるスパイクモアアウトソール,フローティング3-ストライプスに連結したシューレース,デュアルスタックミッドソール(BOOST + EVA),防水天然皮革アッパー,FEET YOU WEAR ラスト,リサイクル素材使用,SPIKEMOREトラクションと6個のクリートを配したTPUアウトソール,天然皮革/合成皮革/合成樹脂(BOOST)+EVA/合成底","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.5cm,32.5cm","シューズ・靴,スポーツシューズ,ゴルフ,ツアー360,ローカット,ザンダー・シャウフェレ,コリン・モリカワ,ブースト,トラクション,ゴルフシューズ・靴,LQB01"
"戻る,メンズ,ゴルフ,シューズ・靴,スポーツシューズ,ツアー360,ツアー360 22 / Tour360 22 Golf",メンズ ゴルフ,ツアー360 22 / Tour360 22 Golf,"11,900","https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-standard-side_lateral_center_view-llwqoOomzx.jpg, https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-marketing-heromrktng_view_1-B67WEA4BAL.jpg, https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-02.jpg, https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-03.jpg, https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-marketing-heromrktng_view_2-japM211UnL.jpg, https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-marketing-heromrktng_view_3-bwbMRbfUq7.jpg, https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-marketing-heromrktng_view_4-RF9EnjYj1m.jpg, https://shop.adidas.jp/photo/GV/GV7244/s-GV7244-on_model-front_view-2HBhQNJPWX.jpg",スパイクとスパイクレスの長所を融合し、凌駕する性能を持つ”スパイクモア”アウトソールを搭載した次世代のTOUR360,"2005年に誕生して以来、世界のトップゴルファーのパフォーマンスを支えてきたTOUR360が、革新的技術を搭載してフルモデルチェンジ。スパイクとスパイクレス、それぞれの長所を融合させながら二つにはなし得なかった性能を可能にした“スパイクモアアウトソール”を搭載。ミッドソールは新しいデュアルスタック構造によって快適な歩行はもちろん担保しながら、クッショニング素材が足のサイド部分を覆うことでスイングの安定性をも実現。ゴルフシューズとしては初採用の""FEET YOU WEAR ラスト""（木型）によって、スイング時の横ブレを強力に抑えながらも効率の高い地面反力を可能にした。全ての性能が高次元、かつ革新的。高いトータルパフォーマンスを誇る新生TOUR360。","自動的に性能が変わるスパイクモアアウトソール,フローティング3-ストライプスに連結したシューレース,デュアルスタックミッドソール(BOOST + EVA),防水天然皮革アッパー,FEET YOU WEAR ラスト,リサイクル素材使用,SPIKEMOREトラクションと6個のクリートを配したTPUアウトソール,天然皮革/合成皮革/合成樹脂(BOOST)+EVA/合成底","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.5cm,32.5cm","シューズ・靴,スポーツシューズ,ゴルフ,ツアー360,ローカット,ザンダー・シャウフェレ,コリン・モリカワ,ブースト,トラクション,ゴルフシューズ・靴,LQB01"
"戻る,レディース,テニス,シューズ・靴,スポーツシューズ,バリケード,バリケード テニス / Barricade Tennis",レディース テニス,バリケード テニス / Barricade Tennis,"17,600","https://shop.adidas.jp/photo/HP/HP7417/s-HP7417-standard-side_lateral_center_view-hF2jsqdLH0.jpg, https://shop.adidas.jphttps://assets.adidas.com/videos/w_170/e04804b6caf947b387bfaf5100ba7ec1_d98c/HP7417_product_video.jpg, https://shop.adidas.jp/photo/HP/HP7417/s-HP7417-marketing-heromrktng_view_1-Sn4F6wmj8V.jpg, https://shop.adidas.jp/photo/HP/HP7417/s-HP7417-marketing-heromrktng_view_2-E0RIUklfAU.jpg, https://shop.adidas.jp/photo/HP/HP7417/s-HP7417-marketing-descmrktng_view_1-6JjtCgUTVy.jpg, https://shop.adidas.jp/photo/HP/HP7417/s-HP7417-on_model-front_view-zAgORcy4yV.jpg, https://shop.adidas.jp/photo/HP/HP7417/s-HP7417-standard-top_portrait_view-UFDAKmpYLo.jpg, https://shop.adidas.jp/photo/HP/HP7417/s-HP7417-standard-bottom_view-R1eiLF3ftj.jpg",リサイクル素材を一部使用したサポート力のあるハードコート用シューズ。,コートを支配し、敵を制圧する。このアディダス バリケード テニスシューズは、すべてのポイントで自分の意志を貫く姿勢を後押ししてくれる。自分の足に合ったフィット感を得られる、直感的に扱いやすいシューレースシステムを搭載。フォーム製のGeofitセンスポッドはヒールをしっかり固定する。さらに、クッション性に優れたBounceミッドソールと、安定性を高めるTPUミッドフットシャンクが、快適な履き心地をもたらす。シューレースを中心からずらした位置に配置することにより、激しくスライドする動きの際の摩擦を回避。プレーと同様にレジリエントなシューズになっている。,"直感的に扱える左右非対称のシューレース,テキスタイルアッパー,Geofitパッドが入った履き口,Bounce ミッドソール,アディウェアアウトソール / Adituffトゥ,アッパーには、リサイクル素材を50％以上使用。","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm","シューズ・靴,スポーツシューズ,テニス,バリケード,ローカット,バウンス,アディウェア,アディタフ,ジオフィット,テニスシューズ・靴,LSH54"
"戻る,メンズ,ゴルフ,シューズ・靴,スポーツシューズ,ツアー360,ツアー360 22",メンズ ゴルフ,ツアー360 22,"11,900","https://shop.adidas.jp/photo/GY/GY4541/s-GY4541-standard-side_lateral_center_view-HzPbUR6jU2.jpg, https://shop.adidas.jphttps://assets.adidas.com/videos/w_170/f71a8044559440938a49ae7d00164f3f_d98c/GY4541_product_video.jpg, https://shop.adidas.jp/photo/GY/GY4541/s-GY4541-on_model-front_view-JUvVjh83Ri.jpg, https://shop.adidas.jp/photo/GY/GY4541/s-GY4541-standard-top_portrait_view-7n3fj8Lvlx.jpg, https://shop.adidas.jp/photo/GY/GY4541/s-GY4541-standard-bottom_view-oBUn0BijoX.jpg, https://shop.adidas.jp/photo/GY/GY4541/s-GY4541-standard-front_lateral_top_view-LlHWIlRubH.jpg, https://shop.adidas.jp/photo/GY/GY4541/s-GY4541-standard-back_lateral_top_view-7qgSBLb72k.jpg, https://shop.adidas.jp/photo/GY/GY4541/s-GY4541-standard-side_medial_center_view-3C7hwGhZaC.jpg",スパイクとスパイクレスの長所を融合し、凌駕する性能を持つ”スパイクモア”アウトソールを搭載した次世代のTOUR360,"2005年に誕生して以来、世界のトップゴルファーのパフォーマンスを支えてきたTOUR360が、革新的技術を搭載してフルモデルチェンジ。スパイクとスパイクレス、それぞれの長所を融合させながら二つにはなし得なかった性能を可能にした“スパイクモアアウトソール”を搭載。ミッドソールは新しいデュアルスタック構造によって快適な歩行はもちろん担保しながら、クッショニング素材が足のサイド部分を覆うことでスイングの安定性をも実現。ゴルフシューズとしては初採用の""FEET YOU WEAR ラスト""（木型）によって、スイング時の横ブレを強力に抑えながらも効率の高い地面反力を可能にした。全ての性能が高次元、かつ革新的。高いトータルパフォーマンスを誇る新生TOUR360。","自動的に性能が変わるスパイクモアアウトソール,フローティング3-ストライプスに連結したシューレース,デュアルスタックミッドソール(BOOST + EVA),防水天然皮革アッパー,FEET YOU WEAR ラスト,リサイクル素材使用,天然皮革/合成皮革/合成樹脂(BOOST)+EVA/合成底","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.5cm,32.5cm","シューズ・靴,スポーツシューズ,ゴルフ,ツアー360,ローカット,ザンダー・シャウフェレ,コリン・モリカワ,ブースト,トラクション,ゴルフシューズ・靴,LQB01"
"戻る,メンズ,ゴルフ,シューズ・靴,スポーツシューズ,ツアー360,ツアー360 22",メンズ ゴルフ,ツアー360 22,"11,900","https://shop.adidas.jp/photo/GX/GX4128/s-GX4128-standard-side_lateral_center_view.jpg, https://shop.adidas.jphttps://assets.adidas.com/videos/w_170/42ae92aa9f0c495dbed7ae0000501374_d98c/GX4128_product_video.jpg, https://shop.adidas.jp/photo/GX/GX4128/s-GX4128-08-ByDZ0gSEXp.jpg, https://shop.adidas.jp/photo/GX/GX4128/s-GX4128-09-L0ItHOhHzD.jpg, https://shop.adidas.jp/photo/GX/GX4128/s-GX4128-11-QNKEm3TzQW.jpg, https://shop.adidas.jp/photo/GX/GX4128/s-GX4128-06-UFVDzMAA48.jpg, https://shop.adidas.jp/photo/GX/GX4128/s-GX4128-10-3wmVK0YK88.jpg, https://shop.adidas.jp/photo/GX/GX4128/s-GX4128-05-bmtgGWSTfT.jpg",スパイクとスパイクレスの長所を融合し、凌駕する性能を持つ”スパイクモア”アウトソールを搭載した次世代のTOUR360,"2005年に誕生して以来、世界のトップゴルファーのパフォーマンスを支えてきたTOUR360が、革新的技術を搭載してフルモデルチェンジ。スパイクとスパイクレス、それぞれの長所を融合させながら二つにはなし得なかった性能を可能にした“スパイクモアアウトソール”を搭載。ミッドソールは新しいデュアルスタック構造によって快適な歩行はもちろん担保しながら、クッショニング素材が足のサイド部分を覆うことでスイングの安定性をも実現。ゴルフシューズとしては初採用の""FEET YOU WEAR ラスト""（木型）によって、スイング時の横ブレを強力に抑えながらも効率の高い地面反力を可能にした。全ての性能が高次元、かつ革新的。高いトータルパフォーマンスを誇る新生TOUR360。","自動的に性能が変わるスパイクモアアウトソール,フローティング3-ストライプスに連結したシューレース,デュアルスタックミッドソール(BOOST + EVA),防水天然皮革アッパー,FEET YOU WEAR ラスト,リサイクル素材使用,天然皮革/合成皮革/合成樹脂(BOOST)+EVA/合成底","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.5cm,32.5cm","シューズ・靴,スポーツシューズ,ゴルフ,ツアー360,ローカット,ザンダー・シャウフェレ,コリン・モリカワ,ブースト,トラクション,ゴルフシューズ・靴,LQB01"
"戻る,ユニセックス,スケートボーディング,シューズ・靴,スニーカー,オリジナルス,ブセニッツ,ブセニッツ プロ / Busenitz Pro",None オリジナルス,ブセニッツ プロ / Busenitz Pro,"12,500","https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-bottom_view.jpg, https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-front_lateral_top_view.jpg, https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-back_lateral_top_view.jpg, https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-side_medial_center_view.jpg, https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-mirrored_pair_view.jpg, https://shop.adidas.jp/photo/GW/GW3185/s-GW3185-standard-detail_view_1.jpg",コントロール性もプラスした、新しいブセニッツ プロ。,耐久性、安定性に優れる履き心地で人気のブセニッツ プロ。コパ ムンディアルにインスパイアされた、テラスカルチャーを色濃く反映したこのモデルは、デニス自らが細部にわたり設計した一足。彼が得意とする精度の高いコントロールを発揮できるよう、スケーティングに欠かせないパフォーマンス性を高めている。上質なスエードアッパー、Geofitの履き口、成型のアディプリンソックライナー、柔軟性のあるカップソールの構造により、素早いフリックに必要なフィット感とボード感覚を向上している。,"上質なスエードアッパー,屈曲性のあるカップソール構造,成型アディプリンソックライナー,滑り止め効果のあるGeofitの履き口","22.5cm,23.5cm,24.5cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm","シューズ・靴,スニーカー,オリジナルス,スケートボーディング,ブセニッツ,ローカット,アディプリン,ジオフィット,スケートボーディングシューズ・靴,LUV92"
"戻る,レディース,テニス,シューズ・靴,スポーツシューズ,バリケード,バリケード クレーコート テニス / Barricade Clay Court Tennis",レディース テニス,バリケード クレーコート テニス / Barricade Clay Court Tennis,"17,600","https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-standard-side_lateral_center_view-KQXdUM5Q7V.jpg, https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-on_model-front_view-i5nOFHBxT7.jpg, https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-standard-top_portrait_view-VG5iaGJORi.jpg, https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-standard-bottom_view-Lw3fUUJGgl.jpg, https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-standard-front_lateral_top_view-KSQqaBGr9T.jpg, https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-standard-back_lateral_top_view-ENOn2w9oVv.jpg, https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-standard-side_medial_center_view-JBptIYAhnq.jpg, https://shop.adidas.jp/photo/HQ/HQ8427/s-HQ8427-standard-mirrored_pair_view-uLdtxlo6C3.jpg",リサイクル素材を一部用いた、コントロール性を高めるテニスシューズ。,自分をコントロールできれば、勝利は目前。アディダス バリケードが今季、軽量Bounceミッドソールと柔軟なクッショニングを携えて帰ってきた。左右非対称のシューレースとヒールのGeofitセンスポッドが足をしっかり固定。そしてアディタフとアディウェアテクノロジーが、試合中、プロテクションを発揮。アウトソールとトレッドパターンは、クレーコートの試合に特化したデザイン。,"動きやすいフィット感,左右非対称のシューレース,Geofitセンスポッドを備えたテキスタイルアッパー,アディタフ搭載のトゥ,トルションシステム,Bounceミッドソール,クレーコート対応のトレッドを刻んだアディウェア アウトソール,アッパーには、リサイクル素材を50％以上使用","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm","シューズ・靴,スポーツシューズ,テニス,バリケード,ローカット,ブースト,バウンス,トルションシステム,アディウェア,アディタフ,ジオフィット,テニスシューズ・靴,LTO18"
"戻る,メンズ,ゴルフ,シューズ・靴,スポーツシューズ,ツアー360,ツアー360 22 / Tour360 22 Golf",メンズ ゴルフ,ツアー360 22 / Tour360 22 Golf,"11,900","https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-marketing-heromrktng_view_2-5LHfmMT9mk.jpg, https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-marketing-heromrktng_view_3-MjybslHhdD.jpg, https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-04.jpg, https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-03.jpg, https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-standard-bottom_view.jpg, https://shop.adidas.jp/photo/GV/GV7245/s-GV7245-standard-front_lateral_top_view.jpg",スパイクとスパイクレスの長所を融合し、凌駕する性能を持つ”スパイクモア”アウトソールを搭載した次世代のTOUR360,"2005年に誕生して以来、世界のトップゴルファーのパフォーマンスを支えてきたTOUR360が、革新的技術を搭載してフルモデルチェンジ。スパイクとスパイクレス、それぞれの長所を融合させながら二つにはなし得なかった性能を可能にした“スパイクモアアウトソール”を搭載。ミッドソールは新しいデュアルスタック構造によって快適な歩行はもちろん担保しながら、クッショニング素材が足のサイド部分を覆うことでスイングの安定性をも実現。ゴルフシューズとしては初採用の""FEET YOU WEAR ラスト""（木型）によって、スイング時の横ブレを強力に抑えながらも効率の高い地面反力を可能にした。全ての性能が高次元、かつ革新的。高いトータルパフォーマンスを誇る新生TOUR360。","自動的に性能が変わるスパイクモアアウトソール,フローティング3-ストライプスに連結したシューレース,デュアルスタックミッドソール(BOOST + EVA),防水天然皮革アッパー,FEET YOU WEAR ラスト,リサイクル素材使用,SPIKEMOREトラクションと6個のクリートを配したTPUアウトソール,天然皮革/合成皮革/合成樹脂(BOOST)+EVA/合成底","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.5cm,32.5cm","シューズ・靴,スポーツシューズ,ゴルフ,ツアー360,ローカット,ザンダー・シャウフェレ,コリン・モリカワ,ブースト,トラクション,ゴルフシューズ・靴,LQB01"
"戻る,ユニセックス,スケートボーディング,シューズ・靴,スニーカー,オリジナルス,ブセニッツ,ブセニッツ バルク II / Busenitz Vulc II",None オリジナルス,ブセニッツ バルク II / Busenitz Vulc II,"11,000","https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-bottom_view.jpg, https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-front_lateral_top_view.jpg, https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-back_lateral_top_view.jpg, https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-side_medial_center_view.jpg, https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-mirrored_pair_view.jpg, https://shop.adidas.jp/photo/GW/GW3128/s-GW3128-standard-detail_view_1.jpg",ブセニッツ シグネチャーラインのバルクシューズ。,常にイノベーティブなデニス・ブセニッツのシグネチャーシューズが、バルカナイズドGeoflexソールとシンプルなデザインで一新。これまでのブセニッツらしいデザインをキープしつつ、バルカナイズドソールを合わせ、グリップ力と独創的なトリックを生み出すボードフィールに優れたシューズを作り上げた。アディタフで補強したトゥと、成型アディプリンソックライナー、滑りにくいGeofitの履き口が特徴の、シンプルでクラシックな一足。,"耐久性に優れたスエードアッパー,アディタフで補強し耐摩耗性を高めたトゥ,成型アディプリンソックライナー,滑り止め効果のあるGeofitの履き口,Geoflexアウトソール","22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm","シューズ・靴,スニーカー,オリジナルス,スケートボーディング,ブセニッツ,ローカット,デニス・ブセニッツ,アディタフ,アディプリン,ジオフィット,スケートボーディングシューズ・靴,LUW04"
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,フォーラム,フォーラム84,フォーラム 84 ロー / Forum 84 Low",None オリジナルス,フォーラム 84 ロー / Forum 84 Low,"13,200","https://shop.adidas.jp/photo/HP/HP5551/s-HP5551-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/HP/HP5551/s-HP5551-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/HP/HP5551/s-HP5551-standard-front_lateral_top_view.jpg, https://shop.adidas.jp/photo/HP/HP5551/s-HP5551-standard-back_lateral_top_view.jpg, https://shop.adidas.jp/photo/HP/HP5551/s-HP5551-standard-side_medial_center_view.jpg, https://shop.adidas.jp/photo/HP/HP5551/s-HP5551-standard-detail_view_1.jpg, https://shop.adidas.jp/photo/HP/HP5551/s-HP5551-standard-detail_view_2.jpg",リュクスな風合いにこだわった、上質な型押しレザーのフォーラム。,スゴいプレーで試合を沸かせ、普段のスタイルもとびきりクールで、足元を飾るのはアディダス フォーラムシューズ。このアイコニックなシューズが登場した80年代のプロバスケットボール選手たちは、皆そうだった。今季は、そのヘリテージを踏襲しつつ、色味を加えずにクロコダイルの型押しでラグジュアリー感を際立たせたモデルにリニューアル。,"面ファスナーストラップ付きシューレースクロージャー,レザーアッパー,レザーライニング,ラバーアウトソール","22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,30.0cm","シューズ・靴,スニーカー,オリジナルス,バスケットボール,フォーラム,フォーラム84,ローカット,バスケットボールシューズ・靴,LSH53"
"戻る,キッズ／子供用,テニス,シューズ・靴,スポーツシューズ,バリケード,バリケード テニス / Barricade Tennis",キッズ／子供用 テニス,バリケード テニス / Barricade Tennis,"8,470","https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-side_lateral_center_view-btqbwF4WoB.jpg, https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-top_portrait_view-dRKuA5sl5S.jpg, https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-bottom_view-NwOKwDrOSk.jpg, https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-front_lateral_top_view-ssWfb63oGo.jpg, https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-back_lateral_top_view-TkTF4DqTls.jpg, https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-side_medial_center_view-w7JmCUPWoF.jpg, https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-mirrored_pair_view-xaBijb9Jq3.jpg, https://shop.adidas.jp/photo/HP/HP9695/s-HP9695-standard-detail_view_1-lIRzAzfPh8.jpg",リサイクル素材を一部使用した、サポート力のあるハードコートシューズ。,ハードコートを支配するために適したプラットフォーム。このジュニア用アディダス バリケード テニスシューズは、シュータンを足の甲に沿わせて引っ張ると足をしっかりホールドする、扱いやすく安定感をもたらすシューレースシステムを採用。ヒールに搭載したGeofitシステムが、シューズとの一体感を高める。また、クッショニングを発揮するアディプリン ミッドソールとトルションシステムが快適で安定した履き心地をもたらす。,"Adaptive シューレースシステム,メッシュアッパー,Geofitヒール,トルションシステム,アディプリン クッショニング,ラバーアウトソール,アッパーには50%以上リサイクル素材を使用","20.0cm,20.5cm,21.0cm,21.5cm,22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm","シューズ・靴,スポーツシューズ,テニス,バリケード,ローカット,トルションシステム,アディプリン,ジオフィット,テニスシューズ・靴,LVK16"
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,フォーラム,フォーラム84,フォーラム 84 ロー 8K / Forum 84 Low 8K",None オリジナルス,フォーラム 84 ロー 8K / Forum 84 Low 8K,"27,500","https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-bottom_view.jpg, https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-front_lateral_top_view.jpg, https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-back_lateral_top_view.jpg, https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-side_medial_center_view.jpg, https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-pair_view.jpg, https://shop.adidas.jp/photo/GZ/GZ6480/s-GZ6480-standard-mirrored_pair_view.jpg",リサイクル素材を一部使用したバッシュのクラシック。,どこに行っても、強い印象を放つアディダスのフォーラム。それは、アイコニックなX字型のディテールや、パッド入りのアンクルストラップのせいだけじゃない。80年代にバスケットボールコートでデビューして以来、プレーヤーたちの堂々とした姿に欠かせないアイテムであったからだろう。今季は、アッパーにディップダイ加工を施したバージョンが登場。行き交う人が必ず振り返る、大胆かつ鮮やかなデザインが生まれた。 ,"レギュラーフィット,面ファスナーストラップ付きシューレースクロージャー,スエードとメッシュのアッパー,合成皮革ライニング,メッシュ製ソックライナー,ラバーアウトソール,アッパーを構成するパーツの25%に、50%以上のリサイクル素材を使用","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm","シューズ・靴,スニーカー,オリジナルス,バスケットボール,フォーラム,フォーラム84,ローカット,バスケットボールシューズ・靴,LIU03"
"戻る,メンズ,シューズ・靴,スニーカー,オリジナルス,フォーラム,フォーラム84,フォーラム 84 ロー / Forum 84 Low",メンズ オリジナルス,フォーラム 84 ロー / Forum 84 Low,"18,700","https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-side_lateral_center_view-vUO7byqIXf.jpg, https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-top_portrait_view-dldb9b3lwb.jpg, https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-bottom_view-DBz3lGMg8Q.jpg, https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-front_lateral_top_view-2mySc7RjrQ.jpg, https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-back_lateral_top_view-AiiKhoy3FE.jpg, https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-side_medial_center_view-IDNZW5ae2S.jpg, https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-detail_view_1-JR6JSF9ael.jpg, https://shop.adidas.jp/photo/FZ/FZ6575/s-FZ6575-standard-detail_view_2-EGBwuobg3W.jpg",80年代の名作を、ユニークなシューレースシステムで一新。,シンプル＝洗練されている。重要なのは上質であること。このフォーラム 84 ローは、パステルカラーともっと落ち着きのあるくすんだ色を組み合わせた配色が特徴。切りっぱなしのような縁と、それとは対照的な繊細なステッチなどを組み合わせて、柔らかいキャンバスアッパーをクラフト感のある気取らない雰囲気に仕上げた結果、不完全性のあるデザインが生まれた。ファッションは常に変化するものだが、このスタイルは永遠にタイムレス。つまり、いつでもどんな着こなしとも好相性。,"レギュラーフィット,シューレースクロージャー,テキスタイルアッパー,テキスタイルライニング,ラバーアウトソール","23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm","シューズ・靴,スニーカー,オリジナルス,バスケットボール,フォーラム,フォーラム84,ローカット,バスケットボールシューズ・靴,LZS59"
